Connected. Use ^D to exit.
-> ls -t /
Target             | Property              | Value                             
 ldapssl/          |                       | 
 alternateservers/ |                       | 
 1/cert            |                       | 
/SP/clients/       | load_uri              | (Cannot show property)
 ldapssl/          |                       | 
 alternateservers/ |                       | 
 1/cert            |                       | 
/SP/clients/       | serial_number         | (none)
 ldapssl/          |                       | 
 alternateservers/ |                       | 
 1/cert            |                       | 
/SP/clients/       | subject               | (none)
 ldapssl/          |                       | 
 alternateservers/ |                       | 
 1/cert            |                       | 
/SP/clients/       | valid_from            | (none)
 ldapssl/          |                       | 
 alternateservers/ |                       | 
 1/cert            |                       | 
/SP/clients/       | valid_until           | (none)
 ldapssl/          |                       | 
 alternateservers/ |                       | 
 1/cert            |                       | 
/SP/clients/       | version               | (none)
 ldapssl/          |                       | 
 alternateservers/ |                       | 
 1/cert            |                       | 
/SP/clients/       | address               | (none)
 ldapssl/          |                       | 
 alternateservers/ |                       | 
 2                 |                       | 
/SP/clients/       | port                  | 0
 ldapssl/          |                       | 
 alternateservers/ |                       | 
 2                 |                       | 
/SP/clients/       | certstatus            | certificate not present
 ldapssl/          |                       | 
 alternateservers/ |                       | 
 2/cert            |                       | 
/SP/clients/       | clear_action          | (Cannot show property)
 ldapssl/          |                       | 
 alternateservers/ |                       | 
 2/cert            |                       | 
/SP/clients/       | issuer                | (none)
 ldapssl/          |                       | 
 alternateservers/ |                       | 
 2/cert            |                       | 
/SP/clients/       | load_uri              | (Cannot show property)
 ldapssl/          |                       | 
 alternateservers/ |                       | 
 2/cert            |                       | 
/SP/clients/       | serial_number         | (none)
 ldapssl/          |                       | 
 alternateservers/ |                       | 
 2/cert            |                       | 
/SP/clients/       | subject               | (none)
 ldapssl/          |                       | 
 alternateservers/ |                       | 
 2/cert            |                       | 
/SP/clients/       | valid_from            | (none)
 ldapssl/          |                       | 
 alternateservers/ |                       | 
 2/cert            |                       | 
/SP/clients/       | valid_until           | (none)
 ldapssl/          |                       | 
 alternateservers/ |                       | 
 2/cert            |                       | 
/SP/clients/       | version               | (none)
 ldapssl/          |                       | 
 alternateservers/ |                       | 
 2/cert            |                       | 
/SP/clients/       | address               | (none)
 ldapssl/          |                       | 
 alternateservers/ |                       | 
 3                 |                       | 
/SP/clients/       | port                  | 0
 ldapssl/          |                       | 
 alternateservers/ |                       | 
 3                 |                       | 
/SP/clients/       | certstatus            | certificate not present
 ldapssl/          |                       | 
 alternateservers/ |                       | 
 3/cert            |                       | 
/SP/clients/       | clear_action          | (Cannot show property)
 ldapssl/          |                       | 
 alternateservers/ |                       | 
 3/cert            |                       | 
/SP/clients/       | issuer                | (none)
 ldapssl/          |                       | 
 alternateservers/ |                       | 
 3/cert            |                       | 
/SP/clients/       | load_uri              | (Cannot show property)
 ldapssl/          |                       | 
 alternateservers/ |                       | 
 3/cert            |                       | 
/SP/clients/       | serial_number         | (none)
 ldapssl/          |                       | 
 alternateservers/ |                       | 
 3/cert            |                       | 
/SP/clients/       | subject               | (none)
 ldapssl/          |                       | 
 alternateservers/ |                       | 
 3/cert            |                       | 
/SP/clients/       | valid_from            | (none)
 ldapssl/          |                       | 
 alternateservers/ |                       | 
 3/cert            |                       | 
/SP/clients/       | valid_until           | (none)
 ldapssl/          |                       | 
 alternateservers/ |                       | 
 3/cert            |                       | 
/SP/clients/       | version               | (none)
 ldapssl/          |                       | 
 alternateservers/ |                       | 
 3/cert            |                       | 
/SP/clients/       | address               | (none)
 ldapssl/          |                       | 
 alternateservers/ |                       | 
 4                 |                       | 
/SP/clients/       | port                  | 0
 ldapssl/          |                       | 
 alternateservers/ |                       | 
 4                 |                       | 
/SP/clients/       | certstatus            | certificate not present
 ldapssl/          |                       | 
 alternateservers/ |                       | 
 4/cert            |                       | 
/SP/clients/       | clear_action          | (Cannot show property)
 ldapssl/          |                       | 
 alternateservers/ |                       | 
 4/cert            |                       | 
/SP/clients/       | issuer                | (none)
 ldapssl/          |                       | 
 alternateservers/ |                       | 
 4/cert            |                       | 
/SP/clients/       | load_uri              | (Cannot show property)
 ldapssl/          |                       | 
 alternateservers/ |                       | 
 4/cert            |                       | 
/SP/clients/       | serial_number         | (none)
 ldapssl/          |                       | 
 alternateservers/ |                       | 
 4/cert            |                       | 
/SP/clients/       | subject               | (none)
 ldapssl/          |                       | 
 alternateservers/ |                       | 
 4/cert            |                       | 
/SP/clients/       | valid_from            | (none)
 ldapssl/          |                       | 
 alternateservers/ |                       | 
 4/cert            |                       | 
/SP/clients/       | valid_until           | (none)
 ldapssl/          |                       | 
 alternateservers/ |                       | 
 4/cert            |                       | 
/SP/clients/       | version               | (none)
 ldapssl/          |                       | 
 alternateservers/ |                       | 
 4/cert            |                       | 
/SP/clients/       | address               | (none)
 ldapssl/          |                       | 
 alternateservers/ |                       | 
 5                 |                       | 
/SP/clients/       | port                  | 0
 ldapssl/          |                       | 
 alternateservers/ |                       | 
 5                 |                       | 
/SP/clients/       | certstatus            | certificate not present
 ldapssl/          |                       | 
 alternateservers/ |                       | 
 5/cert            |                       | 
/SP/clients/       | clear_action          | (Cannot show property)
 ldapssl/          |                       | 
 alternateservers/ |                       | 
 5/cert            |                       | 
/SP/clients/       | issuer                | (none)
 ldapssl/          |                       | 
 alternateservers/ |                       | 
 5/cert            |                       | 
/SP/clients/       | load_uri              | (Cannot show property)
 ldapssl/          |                       | 
 alternateservers/ |                       | 
 5/cert            |                       | 
/SP/clients/       | serial_number         | (none)
 ldapssl/          |                       | 
 alternateservers/ |                       | 
 5/cert            |                       | 
/SP/clients/       | subject               | (none)
 ldapssl/          |                       | 
 alternateservers/ |                       | 
 5/cert            |                       | 
/SP/clients/       | valid_from            | (none)
 ldapssl/          |                       | 
 alternateservers/ |                       | 
 5/cert            |                       | 
/SP/clients/       | valid_until           | (none)
 ldapssl/          |                       | 
 alternateservers/ |                       | 
 5/cert            |                       | 
/SP/clients/       | version               | (none)
 ldapssl/          |                       | 
 alternateservers/ |                       | 
 5/cert            |                       | 
/SP/clients/       | certstatus            | certificate not present
 ldapssl/cert      |                       | 
/SP/clients/       | clear_action          | (Cannot show property)
 ldapssl/cert      |                       | 
/SP/clients/       | issuer                | (none)
 ldapssl/cert      |                       | 
/SP/clients/       | load_uri              | (Cannot show property)
 ldapssl/cert      |                       | 
/SP/clients/       | serial_number         | (none)
 ldapssl/cert      |                       | 
/SP/clients/       | subject               | (none)
 ldapssl/cert      |                       | 
/SP/clients/       | valid_from            | (none)
 ldapssl/cert      |                       | 
/SP/clients/       | valid_until           | (none)
 ldapssl/cert      |                       | 
/SP/clients/       | version               | (none)
 ldapssl/cert      |                       | 
/SP/clients/       | name                  | (none)
 ldapssl/          |                       | 
 customgroups/1    |                       | 
/SP/clients/       | roles                 | (none)
 ldapssl/          |                       | 
 customgroups/1    |                       | 
/SP/clients/       | name                  | (none)
 ldapssl/          |                       | 
 customgroups/2    |                       | 
/SP/clients/       | roles                 | (none)
 ldapssl/          |                       | 
 customgroups/2    |                       | 
/SP/clients/       | name                  | (none)
 ldapssl/          |                       | 
 customgroups/3    |                       | 
/SP/clients/       | roles                 | (none)
 ldapssl/          |                       | 
 customgroups/3    |                       | 
/SP/clients/       | name                  | (none)
 ldapssl/          |                       | 
 customgroups/4    |                       | 
/SP/clients/       | roles                 | (none)
 ldapssl/          |                       | 
 customgroups/4    |                       | 
/SP/clients/       | name                  | (none)
 ldapssl/          |                       | 
 customgroups/5    |                       | 
/SP/clients/       | roles                 | (none)
 ldapssl/          |                       | 
 customgroups/5    |                       | 
/SP/clients/       | name                  | CN=SpSuperOper,OU=Groups,
 ldapssl/          |                       | DC=davidc,DC=example,DC=sun,
 opergroups/1      |                       | DC=com
/SP/clients/       | name                  | (none)
 ldapssl/          |                       | 
 opergroups/2      |                       | 
/SP/clients/       | name                  | (none)
 ldapssl/          |                       | 
 opergroups/3      |                       | 
/SP/clients/       | name                  | (none)
 ldapssl/          |                       | 
 opergroups/4      |                       | 
/SP/clients/       | name                  | (none)
 ldapssl/          |                       | 
 opergroups/5      |                       | 
/SP/clients/       | attributeInfo         | (&(objectclass=person)(uid=<USERNA
 ldapssl/          |                       | ME>))
 optionalUserMappi |                       | 
 ng                |                       | 
/SP/clients/       | binddn                | cn=Manager,dc=sun,dc=com
 ldapssl/          |                       | 
 optionalUserMappi |                       | 
 ng                |                       | 
/SP/clients/       | bindpw                | (none)
 ldapssl/          |                       | 
 optionalUserMappi |                       | 
 ng                |                       | 
/SP/clients/       | searchbase            | ou=people,dc=sun,dc=com
 ldapssl/          |                       | 
 optionalUserMappi |                       | 
 ng                |                       | 
/SP/clients/       | state                 | disabled
 ldapssl/          |                       | 
 optionalUserMappi |                       | 
 ng                |                       | 
/SP/clients/       | domain                | uid=<USERNAME>,ou=people,dc=sun,
 ldapssl/          |                       | dc=com
 userdomains/1     |                       | 
/SP/clients/       | domain                | (none)
 ldapssl/          |                       | 
 userdomains/2     |                       | 
/SP/clients/       | domain                | (none)
 ldapssl/          |                       | 
 userdomains/3     |                       | 
/SP/clients/       | domain                | (none)
 ldapssl/          |                       | 
 userdomains/4     |                       | 
/SP/clients/       | domain                | (none)
 ldapssl/          |                       | 
 userdomains/5     |                       | 
/SP/clients/ntp/   | address               | 0.0.0.0
 server/1          |                       | 
/SP/clients/ntp/   | address               | 0.0.0.0
 server/2          |                       | 
/SP/clients/       | address               | 0.0.0.0
 radius            |                       | 
/SP/clients/       | defaultrole           | Operator
 radius            |                       | 
/SP/clients/       | port                  | 1812
 radius            |                       | 
/SP/clients/       | secret                | (none)
 radius            |                       | 
/SP/clients/       | state                 | disabled
 radius            |                       | 
/SP/clients/       | address               | 0.0.0.0
 radius/           |                       | 
 alternateservers/ |                       | 
 1                 |                       | 
/SP/clients/       | port                  | 1812
 radius/           |                       | 
 alternateservers/ |                       | 
 1                 |                       | 
/SP/clients/       | secret                | (none)
 radius/           |                       | 
 alternateservers/ |                       | 
 1                 |                       | 
/SP/clients/       | address               | 0.0.0.0
 radius/           |                       | 
 alternateservers/ |                       | 
 2                 |                       | 
/SP/clients/       | port                  | 1812
 radius/           |                       | 
 alternateservers/ |                       | 
 2                 |                       | 
/SP/clients/       | secret                | (none)
 radius/           |                       | 
 alternateservers/ |                       | 
 2                 |                       | 
/SP/clients/       | address               | 0.0.0.0
 radius/           |                       | 
 alternateservers/ |                       | 
 3                 |                       | 
/SP/clients/       | port                  | 1812
 radius/           |                       | 
 alternateservers/ |                       | 
 3                 |                       | 
/SP/clients/       | secret                | (none)
 radius/           |                       | 
 alternateservers/ |                       | 
 3                 |                       | 
/SP/clients/       | address               | 0.0.0.0
 radius/           |                       | 
 alternateservers/ |                       | 
 4                 |                       | 
/SP/clients/       | port                  | 1812
 radius/           |                       | 
 alternateservers/ |                       | 
 4                 |                       | 
/SP/clients/       | secret                | (none)
 radius/           |                       | 
 alternateservers/ |                       | 
 4                 |                       | 
/SP/clients/       | address               | 0.0.0.0
 radius/           |                       | 
 alternateservers/ |                       | 
 5                 |                       | 
/SP/clients/       | port                  | 1812
 radius/           |                       | 
 alternateservers/ |                       | 
 5                 |                       | 
/SP/clients/       | secret                | (none)
 radius/           |                       | 
 alternateservers/ |                       | 
 5                 |                       | 
/SP/clients/smtp   | address               | 0.0.0.0
/SP/clients/smtp   | custom_sender         | (none)
/SP/clients/smtp   | port                  | 25
/SP/clients/smtp   | send_test_email_to    | (Cannot show property)
/SP/clients/smtp   | state                 | disabled
/SP/clients/       | address               | 0.0.0.0
 syslog/1          |                       | 
/SP/clients/       | address               | 0.0.0.0
 syslog/2          |                       | 
/SP/clock          | datetime              | Sun Jan 23 16:42:58 2000
/SP/clock          | timezone              | CET (Europe/Paris)
/SP/clock          | uptime                | 0 days, 05:18:05
/SP/clock          | usentpserver          | disabled
/SP/config         | dump_uri              | (Cannot show property)
/SP/config         | include_faultdata     | false
/SP/config         | load_uri              | (Cannot show property)
/SP/config         | passphrase            | (none)
/SP/diag/snapshot  | dataset               | normal
/SP/diag/snapshot  | dump_uri              | (Cannot show property)
/SP/diag/snapshot  | encrypt_output        | false
/SP/diag/snapshot  | result                | (none)
/SP/faultmgmt/0    | fru                   | /SYS/PS1
/SP/faultmgmt/0/   | class                 | fault.chassis.power.fail
 faults/0          |                       | 
/SP/faultmgmt/0/   | sunw-msg-id           | SPT-8000-MJ
 faults/0          |                       | 
/SP/faultmgmt/0/   | component             | /SYS/PS1
 faults/0          |                       | 
/SP/faultmgmt/0/   | uuid                  | ba93701b-f2ca-4e9e-ddba-82110342e4
 faults/0          |                       | 99
/SP/faultmgmt/0/   | timestamp             | 2000-01-03/04:09:21
 faults/0          |                       | 
/SP/faultmgmt/0/   | fru_part_number       | 300-1817
 faults/0          |                       | 
/SP/faultmgmt/0/   | fru_serial_number     | 001203
 faults/0          |                       | 
/SP/faultmgmt/0/   | product_serial_number | 1135BDRC93
 faults/0          |                       | 
/SP/faultmgmt/0/   | chassis_serial_number | 1135BDRC93
 faults/0          |                       | 
/SP/faultmgmt/0/   | detector              | /SYS/PS1/PWROK
 faults/0          |                       | 
/SP/faultmgmt/0/   | class                 | fault.chassis.env.power.loss
 faults/1          |                       | 
/SP/faultmgmt/0/   | sunw-msg-id           | SPT-8000-5X
 faults/1          |                       | 
/SP/faultmgmt/0/   | component             | /SYS/PS1
 faults/1          |                       | 
/SP/faultmgmt/0/   | uuid                  | 739ad6b8-3135-c5d6-9d48-b03a21fd1d
 faults/1          |                       | 12
/SP/faultmgmt/0/   | timestamp             | 2000-01-03/04:05:35
 faults/1          |                       | 
/SP/faultmgmt/0/   | fru_part_number       | 300-1817
 faults/1          |                       | 
/SP/faultmgmt/0/   | fru_serial_number     | 001203
 faults/1          |                       | 
/SP/faultmgmt/0/   | product_serial_number | 1135BDRC93
 faults/1          |                       | 
/SP/faultmgmt/0/   | chassis_serial_number | 1135BDRC93
 faults/1          |                       | 
/SP/faultmgmt/0/   | detector              | /SYS/PS1/VINOK
 faults/1          |                       | 
/SP/firmware       | load_uri              | (Cannot show property)
/SP/firmware/      | upload_date           | No Local Image
 localimage        |                       | 
/SP/firmware/      | version               | No Local Image
 localimage        |                       | 
/SP/logs/audit     | clear                 | (Cannot show property)
/SP/logs/event     | clear                 | (Cannot show property)
/SP/network        | commitpending         | (Cannot show property)
/SP/network        | dhcp_clientid         | none
/SP/network        | dhcp_server_ip        | 172.16.88.88
/SP/network        | ipaddress             | 172.16.88.150
/SP/network        | ipdiscovery           | dhcp
/SP/network        | ipgateway             | 172.16.88.88
/SP/network        | ipnetmask             | 255.255.255.0
/SP/network        | macaddress            | 00:21:28:D2:33:6D
/SP/network        | managementport        | MGMT
/SP/network        | outofbandmacaddress   | 00:21:28:D2:33:6D
/SP/network        | pendingipaddress      | 172.16.88.150
/SP/network        | pendingipdiscovery    | dhcp
/SP/network        | pendingipgateway      | 172.16.88.88
/SP/network        | pendingipnetmask      | 255.255.255.0
/SP/network        | pendingmanagementport | MGMT
/SP/network        | pendingvlan_id        | (none)
/SP/network        | sidebandmacaddress    | 00:21:28:D2:33:6C
/SP/network        | state                 | enabled
/SP/network        | vlan_id               | (none)
/SP/network/       | hostmanaged           | true
 interconnect      |                       | 
/SP/network/       | state                 | enabled
 interconnect      |                       | 
/SP/network/       | type                  | USB Ethernet
 interconnect      |                       | 
/SP/network/       | ipaddress             | 169.254.182.76
 interconnect      |                       | 
/SP/network/       | ipnetmask             | 255.255.255.0
 interconnect      |                       | 
/SP/network/       | spmacaddress          | 02:21:28:57:47:16
 interconnect      |                       | 
/SP/network/       | hostmacaddress        | 02:21:28:57:47:17
 interconnect      |                       | 
/SP/network/       | allowed_services      | ipmi, snmp
 interconnect      |                       | 
/SP/network/ipv6   | state                 | enabled
/SP/network/ipv6   | autoconfig            | stateless
/SP/network/ipv6   | dhcpv6_server_duid    | (none)
/SP/network/ipv6   | link_local_ipaddress  | fe80::221:28ff:fed2:336d/64
/SP/network/ipv6   | static_ipaddress      | ::/128
/SP/network/ipv6   | ipgateway             | ::
/SP/network/ipv6   | static_ipgateway      | ::
/SP/network/ipv6   | pending_static_ipaddr | ::/128
                   | ess                   | 
/SP/network/ipv6   | pending_static_ipgate | ::
                   | way                   | 
/SP/network/test   | ping                  | (Cannot show property)
/SP/network/test   | ping6                 | (Cannot show property)
/SP/policy         | HOST_AUTO_POWER_ON    | disabled
/SP/policy         | HOST_COOLDOWN         | disabled
/SP/policy         | HOST_LAST_POWER_STATE | disabled
/SP/policy         | HOST_POWER_ON_DELAY   | disabled
/SP/policy         | PARALLEL_BOOT         | enabled
/SP/powermgmt      | actual_power          | 259
/SP/powermgmt      | permitted_power       | 1045
/SP/powermgmt      | allocated_power       | 1045
/SP/powermgmt      | available_power       | 1380
/SP/powermgmt      | threshold1            | 0
/SP/powermgmt      | threshold2            | 0
/SP/powermgmt      | policy                | performance
/SP/powermgmt/     | activation_state      | enabled
 budget            |                       | 
/SP/powermgmt/     | status                | ok
 budget            |                       | 
/SP/powermgmt/     | powerlimit            | 600 (watts)
 budget            |                       | 
/SP/powermgmt/     | timelimit             | default (10 seconds)
 budget            |                       | 
/SP/powermgmt/     | violation_actions     | none
 budget            |                       | 
/SP/powermgmt/     | min_powerlimit        | 332
 budget            |                       | 
/SP/powermgmt/     | pendingpowerlimit     | 600 (watts)
 budget            |                       | 
/SP/powermgmt/     | pendingtimelimit      | default
 budget            |                       | 
/SP/powermgmt/     | pendingviolation_acti | none
 budget            | ons                   | 
/SP/powermgmt/     | commitpending         | (Cannot show property)
 budget            |                       | 
/SP/powermgmt/     | allocated_power       | 132
 powerconf/Fans    |                       | 
/SP/powermgmt/     | allocated_power       | 22
 powerconf/Fans/   |                       | 
 FANBD_FM0         |                       | 
/SP/powermgmt/     | allocated_power       | 22
 powerconf/Fans/   |                       | 
 FANBD_FM1         |                       | 
/SP/powermgmt/     | allocated_power       | 22
 powerconf/Fans/   |                       | 
 FANBD_FM2         |                       | 
/SP/powermgmt/     | allocated_power       | 22
 powerconf/Fans/   |                       | 
 FANBD_FM3         |                       | 
/SP/powermgmt/     | allocated_power       | 22
 powerconf/Fans/   |                       | 
 FANBD_FM4         |                       | 
/SP/powermgmt/     | allocated_power       | 22
 powerconf/Fans/   |                       | 
 FANBD_FM5         |                       | 
/SP/powermgmt/     | allocated_power       | 360
 powerconf/PSUs    |                       | 
/SP/powermgmt/     | allocated_power       | 180
 powerconf/PSUs/   |                       | 
 PS0               |                       | 
/SP/powermgmt/     | allocated_power       | 180
 powerconf/PSUs/   |                       | 
 PS1               |                       | 
/SP/powermgmt/     | allocated_power       | 172
 powerconf/CPUs    |                       | 
/SP/powermgmt/     | actual_power          | 75
 powerconf/CPUs    |                       | 
/SP/powermgmt/     | allocated_power       | 172
 powerconf/CPUs/   |                       | 
 MB_CMP0           |                       | 
/SP/powermgmt/     | allocated_power       | 40
 powerconf/memory  |                       | 
/SP/powermgmt/     | actual_power          | 22
 powerconf/memory  |                       | 
/SP/powermgmt/     | allocated_power       | 10
 powerconf/memory/ |                       | 
 MB_CMP0_BOB0_CH1_ |                       | 
 D0                |                       | 
/SP/powermgmt/     | allocated_power       | 10
 powerconf/memory/ |                       | 
 MB_CMP0_BOB1_CH1_ |                       | 
 D0                |                       | 
/SP/powermgmt/     | allocated_power       | 10
 powerconf/memory/ |                       | 
 MB_CMP0_BOB2_CH1_ |                       | 
 D0                |                       | 
/SP/powermgmt/     | allocated_power       | 10
 powerconf/memory/ |                       | 
 MB_CMP0_BOB3_CH1_ |                       | 
 D0                |                       | 
/SP/powermgmt/     | allocated_power       | 216
 powerconf/IO      |                       | 
/SP/powermgmt/     | allocated_power       | 6
 powerconf/IO/DVD  |                       | 
/SP/powermgmt/     | allocated_power       | 10
 powerconf/IO/     |                       | 
 HDD0              |                       | 
/SP/powermgmt/     | allocated_power       | 10
 powerconf/IO/     |                       | 
 HDD1              |                       | 
/SP/powermgmt/     | allocated_power       | 10
 powerconf/IO/     |                       | 
 HDD2              |                       | 
/SP/powermgmt/     | allocated_power       | 10
 powerconf/IO/     |                       | 
 HDD3              |                       | 
/SP/powermgmt/     | allocated_power       | 10
 powerconf/IO/     |                       | 
 HDD4              |                       | 
/SP/powermgmt/     | allocated_power       | 10
 powerconf/IO/     |                       | 
 HDD5              |                       | 
/SP/powermgmt/     | allocated_power       | 10
 powerconf/IO/     |                       | 
 HDD6              |                       | 
/SP/powermgmt/     | allocated_power       | 10
 powerconf/IO/     |                       | 
 HDD7              |                       | 
/SP/powermgmt/     | allocated_power       | 17
 powerconf/IO/     |                       | 
 MB_RISER0_PCIE0   |                       | 
/SP/powermgmt/     | allocated_power       | 17
 powerconf/IO/     |                       | 
 MB_RISER0_PCIE3   |                       | 
/SP/powermgmt/     | allocated_power       | 17
 powerconf/IO/     |                       | 
 MB_RISER1_PCIE1   |                       | 
/SP/powermgmt/     | allocated_power       | 17
 powerconf/IO/     |                       | 
 MB_RISER1_PCIE4   |                       | 
/SP/powermgmt/     | allocated_power       | 17
 powerconf/IO/     |                       | 
 MB_RISER2_PCIE2   |                       | 
/SP/powermgmt/     | allocated_power       | 17
 powerconf/IO/     |                       | 
 MB_RISER2_PCIE5   |                       | 
/SP/powermgmt/     | allocated_power       | 15
 powerconf/IO/     |                       | 
 SASBP             |                       | 
/SP/powermgmt/     | allocated_power       | 13
 powerconf/IO/     |                       | 
 USBBD             |                       | 
/SP/powermgmt/     | allocated_power       | 120
 powerconf/MB      |                       | 
/SP/powermgmt/     | allocated_power       | 5
 powerconf/SP      |                       | 
/SP/preferences/   | dump_uri              | (Cannot show property)
 banner/connect    |                       | 
/SP/preferences/   | load_uri              | (Cannot show property)
 banner/connect    |                       | 
/SP/preferences/   | message               | (none)
 banner/connect    |                       | 
/SP/preferences/   | dump_uri              | (Cannot show property)
 banner/login      |                       | 
/SP/preferences/   | load_uri              | (Cannot show property)
 banner/login      |                       | 
/SP/preferences/   | message               | (none)
 banner/login      |                       | 
/SP/preferences/   | message_acceptance    | disabled
 banner/login      |                       | 
/SP/preferences/   | policy                | 8.
 password_policy   |                       | 
/SP/preferences/   | min_length            | 8
 password_policy   |                       | 
/SP/preferences/   | uppercase             | no restrictions
 password_policy   |                       | 
/SP/preferences/   | lowercase             | no restrictions
 password_policy   |                       | 
/SP/preferences/   | numbers               | no restrictions
 password_policy   |                       | 
/SP/preferences/   | symbols               | no restrictions
 password_policy   |                       | 
/SP/preferences/   | history               | no restrictions
 password_policy   |                       | 
/SP/serial/        | commitpending         | (Cannot show property)
 external          |                       | 
/SP/serial/        | flowcontrol           | software
 external          |                       | 
/SP/serial/        | pendingspeed          | 9600
 external          |                       | 
/SP/serial/        | speed                 | 9600
 external          |                       | 
/SP/services/fips  | state                 | disabled
/SP/services/fips  | status                | disabled
/SP/services/http  | port                  | 80
/SP/services/http  | secureredirect        | disabled
/SP/services/http  | servicestate          | enabled
/SP/services/http  | sessiontimeout        | 15
/SP/services/      | port                  | 443
 https             |                       | 
/SP/services/      | servicestate          | enabled
 https             |                       | 
/SP/services/      | sessiontimeout        | 15
 https             |                       | 
/SP/services/      | tlsv1                 | enabled
 https             |                       | 
/SP/services/      | tlsv1_1               | enabled
 https             |                       | 
/SP/services/      | tlsv1_2               | enabled
 https             |                       | 
/SP/services/      | cert_status           | Using Default (No custom 
 https/ssl         |                       | certificate or private key 
                   |                       | loaded)
/SP/services/      | clear_action          | (Cannot show property)
 https/ssl/        |                       | 
 custom_cert       |                       | 
/SP/services/      | fingerprint           | (none)
 https/ssl/        |                       | 
 custom_cert       |                       | 
/SP/services/      | issuer                | (none)
 https/ssl/        |                       | 
 custom_cert       |                       | 
/SP/services/      | load_uri              | (Cannot show property)
 https/ssl/        |                       | 
 custom_cert       |                       | 
/SP/services/      | subject               | (none)
 https/ssl/        |                       | 
 custom_cert       |                       | 
/SP/services/      | valid_from            | (none)
 https/ssl/        |                       | 
 custom_cert       |                       | 
/SP/services/      | valid_until           | (none)
 https/ssl/        |                       | 
 custom_cert       |                       | 
/SP/services/      | clear_action          | (Cannot show property)
 https/ssl/        |                       | 
 custom_key        |                       | 
/SP/services/      | key_present           | false
 https/ssl/        |                       | 
 custom_key        |                       | 
/SP/services/      | load_uri              | (Cannot show property)
 https/ssl/        |                       | 
 custom_key        |                       | 
/SP/services/      | fingerprint           | 7f:a2:b3:a8:b3:f7:f8:f1:14:a1:51:3
 https/ssl/        |                       | a:14:a9:f8:20:a3:e8:94:93:c9:66:c3
 default_cert      |                       | :94:8f:74:da:05:8b:08:3f:94
/SP/services/      | generate_new_cert_act | (Cannot show property)
 https/ssl/        | ion                   | 
 default_cert      |                       | 
/SP/services/      | generate_new_cert_key | 3072
 https/ssl/        | size                  | 
 default_cert      |                       | 
/SP/services/      | generate_new_cert_res | (none)
 https/ssl/        | ult                   | 
 default_cert      |                       | 
/SP/services/      | issuer                | /C=US/ST=California/L=Redwood 
 https/ssl/        |                       | Shores/O=Oracle America, 
 default_cert      |                       | Inc/OU=Oracle Integrated Lights 
                   |                       | Out Manager/CN=poutou_SP
/SP/services/      | subject               | /C=US/ST=California/L=Redwood 
 https/ssl/        |                       | Shores/O=Oracle America, 
 default_cert      |                       | Inc/OU=Oracle Integrated Lights 
                   |                       | Out Manager/CN=poutou_SP
/SP/services/      | valid_from            | Jan 23 10:28:23 2000 GMT
 https/ssl/        |                       | 
 default_cert      |                       | 
/SP/services/      | valid_until           | Apr 24 10:28:23 2003 GMT
 https/ssl/        |                       | 
 default_cert      |                       | 
/SP/services/ipmi  | servicestate          | enabled
/SP/services/ipmi  | v1_5_sessions         | enabled
/SP/services/kvms  | custom_lock_key       | (none)
/SP/services/kvms  | custom_lock_modifiers | (none)
/SP/services/kvms  | display_quality       | YUV420
/SP/services/kvms  | lockmode              | disabled
/SP/services/kvms  | mousemode             | absolute
/SP/services/kvms  | servicestate          | enabled
/SP/services/      | passphrase            | none
 servicetag        |                       | 
/SP/services/      | servicetag_urn        | urn:uuid:e823f71d-d883-11de-9869-0
 servicetag        |                       | 80020a9ed93
/SP/services/      | state                 | enabled
 servicetag        |                       | 
/SP/services/snmp  | engineid              | (none)
/SP/services/snmp  | port                  | 161
/SP/services/snmp  | servicestate          | enabled
/SP/services/snmp  | sets                  | disabled
/SP/services/snmp  | v1                    | disabled
/SP/services/snmp  | v2c                   | disabled
/SP/services/snmp  | v3                    | enabled
/SP/services/snmp/ | permission            | rw
 communities/      |                       | 
 private           |                       | 
/SP/services/snmp/ | permission            | ro
 communities/      |                       | 
 public            |                       | 
/SP/services/snmp/ | dump_uri              | (Cannot show property)
 mibs              |                       | 
/SP/services/ssh   | generate_new_key_acti | (Cannot show property)
                   | on                    | 
/SP/services/ssh   | generate_new_key_type | none
/SP/services/ssh   | restart_sshd_action   | (Cannot show property)
/SP/services/ssh   | state                 | enabled
/SP/services/ssh/  | fingerprint           | 15:bb:de:fa:3e:84:dd:a6:aa:19:c8:a
 keys/dsa          |                       | 2:51:71:29:0e
/SP/services/ssh/  | length                | 1024
 keys/dsa          |                       | 
/SP/services/ssh/  | privatekey            | (Cannot show property)
 keys/dsa          |                       | 
/SP/services/ssh/  | publickey             | AAAAB3NzaC1kc3MAAACBAOpe71k/cr3wRS
 keys/dsa          |                       | RYtYY2kaJ77mrrSGyVE6g4cZbEVbWzF6a7
                   |                       | TaT6DzPhMbzVXrs2HsBOroVgxoyN0C42RF
                   |                       | i9Rg33s1te24RRmibRK5ID7JB7b3fO4apf
                   |                       | 9+zduyAi/0HnM2+dm4TKYYa3zViYLcd52x
                   |                       | 218UeXj6v2bgYodQGOVq0ZAAAAFQCNCYsU
                   |                       | 3QJCUAdNfymB6dS4Z5VBbQAAAIAKpIUA6c
                   |                       | qzmuA3bPboTuS67s+1fcMDdEvayeWxqU5O
